RoomSize_m2,Ventilation_ACH,ViralLoad,EstimatedInfections,LogViralLoad
30,1,1000.0,0,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,1,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,1,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,1000.0,0,6.907755278982137
30,1,4641.588833612777,2,8.442812007644834
30,1,4641.588833612777,1,8.442812007644834
30,1,4641.588833612777,0,8.442812007644834
30,1,4641.588833612777,0,8.442812007644834
30,1,4641.588833612777,0,8.442812007644834
30,1,4641.588833612777,4,8.442812007644834
30,1,4641.588833612777,0,8.442812007644834
30,1,4641.588833612777,1,8.442812007644834
30,1,4641.588833612777,1,8.442812007644834
30,1,4641.588833612777,1,8.442812007644834
30,1,21544.346900318822,3,9.977868736307531
30,1,21544.346900318822,6,9.977868736307531
30,1,21544.346900318822,3,9.977868736307531
30,1,21544.346900318822,3,9.977868736307531
30,1,21544.346900318822,6,9.977868736307531
30,1,21544.346900318822,3,9.977868736307531
30,1,21544.346900318822,4,9.977868736307531
30,1,21544.346900318822,4,9.977868736307531
30,1,21544.346900318822,6,9.977868736307531
30,1,21544.346900318822,7,9.977868736307531
30,1,100000.0,14,11.512925464970229
30,1,100000.0,17,11.512925464970229
30,1,100000.0,31,11.512925464970229
30,1,100000.0,18,11.512925464970229
30,1,100000.0,23,11.512925464970229
30,1,100000.0,24,11.512925464970229
30,1,100000.0,21,11.512925464970229
30,1,100000.0,20,11.512925464970229
30,1,100000.0,12,11.512925464970229
30,1,100000.0,22,11.512925464970229
30,1,464158.8833612772,80,13.047982193632924
30,1,464158.8833612772,87,13.047982193632924
30,1,464158.8833612772,97,13.047982193632924
30,1,464158.8833612772,93,13.047982193632924
30,1,464158.8833612772,92,13.047982193632924
30,1,464158.8833612772,86,13.047982193632924
30,1,464158.8833612772,86,13.047982193632924
30,1,464158.8833612772,94,13.047982193632924
30,1,464158.8833612772,87,13.047982193632924
30,1,464158.8833612772,84,13.047982193632924
30,1,2154434.6900318824,453,14.583038922295621
30,1,2154434.6900318824,443,14.583038922295621
30,1,2154434.6900318824,445,14.583038922295621
30,1,2154434.6900318824,437,14.583038922295621
30,1,2154434.6900318824,435,14.583038922295621
30,1,2154434.6900318824,419,14.583038922295621
30,1,2154434.6900318824,441,14.583038922295621
30,1,2154434.6900318824,453,14.583038922295621
30,1,2154434.6900318824,456,14.583038922295621
30,1,2154434.6900318824,445,14.583038922295621
30,1,10000000.0,2016,16.11809565095832
30,1,10000000.0,1974,16.11809565095832
30,1,10000000.0,2017,16.11809565095832
30,1,10000000.0,1997,16.11809565095832
30,1,10000000.0,1960,16.11809565095832
30,1,10000000.0,1972,16.11809565095832
30,1,10000000.0,2027,16.11809565095832
30,1,10000000.0,2047,16.11809565095832
30,1,10000000.0,2011,16.11809565095832
30,1,10000000.0,2040,16.11809565095832
30,1,46415888.33612773,9168,17.653152379621016
30,1,46415888.33612773,9357,17.653152379621016
30,1,46415888.33612773,9285,17.653152379621016
30,1,46415888.33612773,9238,17.653152379621016
30,1,46415888.33612773,9388,17.653152379621016
30,1,46415888.33612773,9336,17.653152379621016
30,1,46415888.33612773,9247,17.653152379621016
30,1,46415888.33612773,9368,17.653152379621016
30,1,46415888.33612773,9278,17.653152379621016
30,1,46415888.33612773,9298,17.653152379621016
30,1,215443469.00318778,43137,19.18820910828371
30,1,215443469.00318778,43150,19.18820910828371
30,1,215443469.00318778,42942,19.18820910828371
30,1,215443469.00318778,43038,19.18820910828371
30,1,215443469.00318778,43042,19.18820910828371
30,1,215443469.00318778,43334,19.18820910828371
30,1,215443469.00318778,42981,19.18820910828371
30,1,215443469.00318778,43044,19.18820910828371
30,1,215443469.00318778,43122,19.18820910828371
30,1,215443469.00318778,42552,19.18820910828371
30,1,1000000000.0,200307,20.72326583694641
30,1,1000000000.0,199861,20.72326583694641
30,1,1000000000.0,199722,20.72326583694641
30,1,1000000000.0,199896,20.72326583694641
30,1,1000000000.0,201072,20.72326583694641
30,1,1000000000.0,200290,20.72326583694641
30,1,1000000000.0,199947,20.72326583694641
30,1,1000000000.0,200201,20.72326583694641
30,1,1000000000.0,200745,20.72326583694641
30,1,1000000000.0,199843,20.72326583694641
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,1000.0,0,6.907755278982137
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,1,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,4641.588833612777,1,8.442812007644834
30,3,4641.588833612777,0,8.442812007644834
30,3,21544.346900318822,2,9.977868736307531
30,3,21544.346900318822,0,9.977868736307531
30,3,21544.346900318822,2,9.977868736307531
30,3,21544.346900318822,0,9.977868736307531
30,3,21544.346900318822,2,9.977868736307531
30,3,21544.346900318822,4,9.977868736307531
30,3,21544.346900318822,0,9.977868736307531
30,3,21544.346900318822,0,9.977868736307531
30,3,21544.346900318822,2,9.977868736307531
30,3,21544.346900318822,3,9.977868736307531
30,3,100000.0,7,11.512925464970229
30,3,100000.0,8,11.512925464970229
30,3,100000.0,9,11.512925464970229
30,3,100000.0,8,11.512925464970229
30,3,100000.0,7,11.512925464970229
30,3,100000.0,9,11.512925464970229
30,3,100000.0,6,11.512925464970229
30,3,100000.0,4,11.512925464970229
30,3,100000.0,1,11.512925464970229
30,3,100000.0,5,11.512925464970229
30,3,464158.8833612772,26,13.047982193632924
30,3,464158.8833612772,27,13.047982193632924
30,3,464158.8833612772,34,13.047982193632924
30,3,464158.8833612772,33,13.047982193632924
30,3,464158.8833612772,32,13.047982193632924
30,3,464158.8833612772,31,13.047982193632924
30,3,464158.8833612772,34,13.047982193632924
30,3,464158.8833612772,39,13.047982193632924
30,3,464158.8833612772,37,13.047982193632924
30,3,464158.8833612772,30,13.047982193632924
30,3,2154434.6900318824,116,14.583038922295621
30,3,2154434.6900318824,150,14.583038922295621
30,3,2154434.6900318824,137,14.583038922295621
30,3,2154434.6900318824,165,14.583038922295621
30,3,2154434.6900318824,149,14.583038922295621
30,3,2154434.6900318824,124,14.583038922295621
30,3,2154434.6900318824,141,14.583038922295621
30,3,2154434.6900318824,148,14.583038922295621
30,3,2154434.6900318824,139,14.583038922295621
30,3,2154434.6900318824,134,14.583038922295621
30,3,10000000.0,681,16.11809565095832
30,3,10000000.0,639,16.11809565095832
30,3,10000000.0,678,16.11809565095832
30,3,10000000.0,717,16.11809565095832
30,3,10000000.0,655,16.11809565095832
30,3,10000000.0,698,16.11809565095832
30,3,10000000.0,658,16.11809565095832
30,3,10000000.0,679,16.11809565095832
30,3,10000000.0,713,16.11809565095832
30,3,10000000.0,643,16.11809565095832
30,3,46415888.33612773,3068,17.653152379621016
30,3,46415888.33612773,3079,17.653152379621016
30,3,46415888.33612773,3039,17.653152379621016
30,3,46415888.33612773,3069,17.653152379621016
30,3,46415888.33612773,3106,17.653152379621016
30,3,46415888.33612773,3162,17.653152379621016
30,3,46415888.33612773,3104,17.653152379621016
30,3,46415888.33612773,3119,17.653152379621016
30,3,46415888.33612773,3171,17.653152379621016
30,3,46415888.33612773,3079,17.653152379621016
30,3,215443469.00318778,14505,19.18820910828371
30,3,215443469.00318778,14298,19.18820910828371
30,3,215443469.00318778,14418,19.18820910828371
30,3,215443469.00318778,14336,19.18820910828371
30,3,215443469.00318778,14234,19.18820910828371
30,3,215443469.00318778,14514,19.18820910828371
30,3,215443469.00318778,14478,19.18820910828371
30,3,215443469.00318778,14266,19.18820910828371
30,3,215443469.00318778,14446,19.18820910828371
30,3,215443469.00318778,14239,19.18820910828371
30,3,1000000000.0,66674,20.72326583694641
30,3,1000000000.0,67131,20.72326583694641
30,3,1000000000.0,66802,20.72326583694641
30,3,1000000000.0,66303,20.72326583694641
30,3,1000000000.0,66378,20.72326583694641
30,3,1000000000.0,66727,20.72326583694641
30,3,1000000000.0,66729,20.72326583694641
30,3,1000000000.0,66543,20.72326583694641
30,3,1000000000.0,66521,20.72326583694641
30,3,1000000000.0,66781,20.72326583694641
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,1000.0,0,6.907755278982137
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,1,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,1,8.442812007644834
30,6,4641.588833612777,0,8.442812007644834
30,6,4641.588833612777,1,8.442812007644834
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,2,9.977868736307531
30,6,21544.346900318822,0,9.977868736307531
30,6,21544.346900318822,0,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,21544.346900318822,1,9.977868736307531
30,6,100000.0,3,11.512925464970229
30,6,100000.0,6,11.512925464970229
30,6,100000.0,2,11.512925464970229
30,6,100000.0,2,11.512925464970229
30,6,100000.0,6,11.512925464970229
30,6,100000.0,1,11.512925464970229
30,6,100000.0,2,11.512925464970229
30,6,100000.0,1,11.512925464970229
30,6,100000.0,11,11.512925464970229
30,6,100000.0,5,11.512925464970229
30,6,464158.8833612772,19,13.047982193632924
30,6,464158.8833612772,13,13.047982193632924
30,6,464158.8833612772,16,13.047982193632924
30,6,464158.8833612772,13,13.047982193632924
30,6,464158.8833612772,16,13.047982193632924
30,6,464158.8833612772,13,13.047982193632924
30,6,464158.8833612772,12,13.047982193632924
30,6,464158.8833612772,12,13.047982193632924
30,6,464158.8833612772,15,13.047982193632924
30,6,464158.8833612772,14,13.047982193632924
30,6,2154434.6900318824,67,14.583038922295621
30,6,2154434.6900318824,94,14.583038922295621
30,6,2154434.6900318824,74,14.583038922295621
30,6,2154434.6900318824,60,14.583038922295621
30,6,2154434.6900318824,68,14.583038922295621
30,6,2154434.6900318824,68,14.583038922295621
30,6,2154434.6900318824,64,14.583038922295621
30,6,2154434.6900318824,61,14.583038922295621
30,6,2154434.6900318824,64,14.583038922295621
30,6,2154434.6900318824,56,14.583038922295621
30,6,10000000.0,349,16.11809565095832
30,6,10000000.0,356,16.11809565095832
30,6,10000000.0,324,16.11809565095832
30,6,10000000.0,313,16.11809565095832
30,6,10000000.0,342,16.11809565095832
30,6,10000000.0,330,16.11809565095832
30,6,10000000.0,353,16.11809565095832
30,6,10000000.0,315,16.11809565095832
30,6,10000000.0,325,16.11809565095832
30,6,10000000.0,316,16.11809565095832
30,6,46415888.33612773,1619,17.653152379621016
30,6,46415888.33612773,1529,17.653152379621016
30,6,46415888.33612773,1560,17.653152379621016
30,6,46415888.33612773,1531,17.653152379621016
30,6,46415888.33612773,1506,17.653152379621016
30,6,46415888.33612773,1543,17.653152379621016
30,6,46415888.33612773,1578,17.653152379621016
30,6,46415888.33612773,1553,17.653152379621016
30,6,46415888.33612773,1568,17.653152379621016
30,6,46415888.33612773,1506,17.653152379621016
30,6,215443469.00318778,7213,19.18820910828371
30,6,215443469.00318778,7194,19.18820910828371
30,6,215443469.00318778,7053,19.18820910828371
30,6,215443469.00318778,7274,19.18820910828371
30,6,215443469.00318778,7262,19.18820910828371
30,6,215443469.00318778,6988,19.18820910828371
30,6,215443469.00318778,7215,19.18820910828371
30,6,215443469.00318778,7111,19.18820910828371
30,6,215443469.00318778,7105,19.18820910828371
30,6,215443469.00318778,7195,19.18820910828371
30,6,1000000000.0,33539,20.72326583694641
30,6,1000000000.0,33252,20.72326583694641
30,6,1000000000.0,33244,20.72326583694641
30,6,1000000000.0,33203,20.72326583694641
30,6,1000000000.0,33417,20.72326583694641
30,6,1000000000.0,33310,20.72326583694641
30,6,1000000000.0,33192,20.72326583694641
30,6,1000000000.0,33330,20.72326583694641
30,6,1000000000.0,33290,20.72326583694641
30,6,1000000000.0,33212,20.72326583694641
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,1000.0,0,6.907755278982137
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,1,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,0,8.442812007644834
60,1,4641.588833612777,1,8.442812007644834
60,1,21544.346900318822,4,9.977868736307531
60,1,21544.346900318822,2,9.977868736307531
60,1,21544.346900318822,3,9.977868736307531
60,1,21544.346900318822,2,9.977868736307531
60,1,21544.346900318822,2,9.977868736307531
60,1,21544.346900318822,4,9.977868736307531
60,1,21544.346900318822,4,9.977868736307531
60,1,21544.346900318822,0,9.977868736307531
60,1,21544.346900318822,3,9.977868736307531
60,1,21544.346900318822,2,9.977868736307531
60,1,100000.0,4,11.512925464970229
60,1,100000.0,7,11.512925464970229
60,1,100000.0,8,11.512925464970229
60,1,100000.0,7,11.512925464970229
60,1,100000.0,13,11.512925464970229
60,1,100000.0,18,11.512925464970229
60,1,100000.0,7,11.512925464970229
60,1,100000.0,11,11.512925464970229
60,1,100000.0,10,11.512925464970229
60,1,100000.0,16,11.512925464970229
60,1,464158.8833612772,45,13.047982193632924
60,1,464158.8833612772,43,13.047982193632924
60,1,464158.8833612772,50,13.047982193632924
60,1,464158.8833612772,43,13.047982193632924
60,1,464158.8833612772,51,13.047982193632924
60,1,464158.8833612772,49,13.047982193632924
60,1,464158.8833612772,54,13.047982193632924
60,1,464158.8833612772,47,13.047982193632924
60,1,464158.8833612772,49,13.047982193632924
60,1,464158.8833612772,46,13.047982193632924
60,1,2154434.6900318824,225,14.583038922295621
60,1,2154434.6900318824,212,14.583038922295621
60,1,2154434.6900318824,246,14.583038922295621
60,1,2154434.6900318824,229,14.583038922295621
60,1,2154434.6900318824,217,14.583038922295621
60,1,2154434.6900318824,220,14.583038922295621
60,1,2154434.6900318824,217,14.583038922295621
60,1,2154434.6900318824,202,14.583038922295621
60,1,2154434.6900318824,183,14.583038922295621
60,1,2154434.6900318824,238,14.583038922295621
60,1,10000000.0,1010,16.11809565095832
60,1,10000000.0,1029,16.11809565095832
60,1,10000000.0,999,16.11809565095832
60,1,10000000.0,976,16.11809565095832
60,1,10000000.0,978,16.11809565095832
60,1,10000000.0,1023,16.11809565095832
60,1,10000000.0,1052,16.11809565095832
60,1,10000000.0,975,16.11809565095832
60,1,10000000.0,991,16.11809565095832
60,1,10000000.0,965,16.11809565095832
60,1,46415888.33612773,4747,17.653152379621016
60,1,46415888.33612773,4672,17.653152379621016
60,1,46415888.33612773,4605,17.653152379621016
60,1,46415888.33612773,4593,17.653152379621016
60,1,46415888.33612773,4644,17.653152379621016
60,1,46415888.33612773,4612,17.653152379621016
60,1,46415888.33612773,4577,17.653152379621016
60,1,46415888.33612773,4706,17.653152379621016
60,1,46415888.33612773,4650,17.653152379621016
60,1,46415888.33612773,4760,17.653152379621016
60,1,215443469.00318778,21622,19.18820910828371
60,1,215443469.00318778,21490,19.18820910828371
60,1,215443469.00318778,21366,19.18820910828371
60,1,215443469.00318778,21412,19.18820910828371
60,1,215443469.00318778,21454,19.18820910828371
60,1,215443469.00318778,21372,19.18820910828371
60,1,215443469.00318778,21683,19.18820910828371
60,1,215443469.00318778,21591,19.18820910828371
60,1,215443469.00318778,21726,19.18820910828371
60,1,215443469.00318778,21552,19.18820910828371
60,1,1000000000.0,99587,20.72326583694641
60,1,1000000000.0,100235,20.72326583694641
60,1,1000000000.0,100420,20.72326583694641
60,1,1000000000.0,99719,20.72326583694641
60,1,1000000000.0,99965,20.72326583694641
60,1,1000000000.0,100377,20.72326583694641
60,1,1000000000.0,100381,20.72326583694641
60,1,1000000000.0,100157,20.72326583694641
60,1,1000000000.0,100203,20.72326583694641
60,1,1000000000.0,99306,20.72326583694641
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,1000.0,0,6.907755278982137
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,1,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,4641.588833612777,1,8.442812007644834
60,3,4641.588833612777,0,8.442812007644834
60,3,21544.346900318822,3,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,21544.346900318822,1,9.977868736307531
60,3,21544.346900318822,2,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,21544.346900318822,1,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,21544.346900318822,0,9.977868736307531
60,3,100000.0,0,11.512925464970229
60,3,100000.0,2,11.512925464970229
60,3,100000.0,3,11.512925464970229
60,3,100000.0,5,11.512925464970229
60,3,100000.0,4,11.512925464970229
60,3,100000.0,2,11.512925464970229
60,3,100000.0,7,11.512925464970229
60,3,100000.0,2,11.512925464970229
60,3,100000.0,4,11.512925464970229
60,3,100000.0,3,11.512925464970229
60,3,464158.8833612772,20,13.047982193632924
60,3,464158.8833612772,10,13.047982193632924
60,3,464158.8833612772,18,13.047982193632924
60,3,464158.8833612772,18,13.047982193632924
60,3,464158.8833612772,17,13.047982193632924
60,3,464158.8833612772,14,13.047982193632924
60,3,464158.8833612772,11,13.047982193632924
60,3,464158.8833612772,12,13.047982193632924
60,3,464158.8833612772,17,13.047982193632924
60,3,464158.8833612772,17,13.047982193632924
60,3,2154434.6900318824,66,14.583038922295621
60,3,2154434.6900318824,70,14.583038922295621
60,3,2154434.6900318824,82,14.583038922295621
