RoomSize_m2,Ventilation_ACH,ViralLoad,EstimatedInfections
30,1,1000.0,1
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,1000.0,0
30,1,4641.588833612777,0
30,1,4641.588833612777,1
30,1,4641.588833612777,0
30,1,4641.588833612777,0
30,1,4641.588833612777,0
30,1,4641.588833612777,0
30,1,4641.588833612777,1
30,1,4641.588833612777,0
30,1,4641.588833612777,1
30,1,4641.588833612777,0
30,1,21544.346900318822,3
30,1,21544.346900318822,3
30,1,21544.346900318822,8
30,1,21544.346900318822,6
30,1,21544.346900318822,3
30,1,21544.346900318822,0
30,1,21544.346900318822,3
30,1,21544.346900318822,4
30,1,21544.346900318822,5
30,1,21544.346900318822,7
30,1,100000.0,19
30,1,100000.0,22
30,1,100000.0,21
30,1,100000.0,24
30,1,100000.0,23
30,1,100000.0,14
30,1,100000.0,27
30,1,100000.0,17
30,1,100000.0,15
30,1,100000.0,21
30,1,464158.8833612772,103
30,1,464158.8833612772,95
30,1,464158.8833612772,97
30,1,464158.8833612772,86
30,1,464158.8833612772,78
30,1,464158.8833612772,126
30,1,464158.8833612772,82
30,1,464158.8833612772,101
30,1,464158.8833612772,106
30,1,464158.8833612772,96
30,1,2154434.6900318824,435
30,1,2154434.6900318824,428
30,1,2154434.6900318824,429
30,1,2154434.6900318824,443
30,1,2154434.6900318824,457
30,1,2154434.6900318824,448
30,1,2154434.6900318824,400
30,1,2154434.6900318824,436
30,1,2154434.6900318824,432
30,1,2154434.6900318824,405
30,1,10000000.0,2088
30,1,10000000.0,2010
30,1,10000000.0,2059
30,1,10000000.0,1923
30,1,10000000.0,1938
30,1,10000000.0,1947
30,1,10000000.0,2010
30,1,10000000.0,2087
30,1,10000000.0,2067
30,1,10000000.0,1934
30,1,46415888.33612773,9262
30,1,46415888.33612773,9301
30,1,46415888.33612773,9349
30,1,46415888.33612773,9272
30,1,46415888.33612773,9356
30,1,46415888.33612773,9129
30,1,46415888.33612773,9464
30,1,46415888.33612773,9215
30,1,46415888.33612773,9247
30,1,46415888.33612773,9284
30,1,215443469.00318778,43313
30,1,215443469.00318778,43203
30,1,215443469.00318778,43088
30,1,215443469.00318778,42933
30,1,215443469.00318778,43061
30,1,215443469.00318778,43183
30,1,215443469.00318778,42958
30,1,215443469.00318778,43162
30,1,215443469.00318778,42879
30,1,215443469.00318778,43166
30,1,1000000000.0,199708
30,1,1000000000.0,200647
30,1,1000000000.0,199637
30,1,1000000000.0,200674
30,1,1000000000.0,199794
30,1,1000000000.0,200155
30,1,1000000000.0,200248
30,1,1000000000.0,199373
30,1,1000000000.0,199236
30,1,1000000000.0,199949
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,0
30,3,1000.0,1
30,3,1000.0,0
30,3,1000.0,0
30,3,4641.588833612777,1
30,3,4641.588833612777,0
30,3,4641.588833612777,0
30,3,4641.588833612777,0
30,3,4641.588833612777,0
30,3,4641.588833612777,1
30,3,4641.588833612777,0
30,3,4641.588833612777,0
30,3,4641.588833612777,0
30,3,4641.588833612777,2
30,3,21544.346900318822,3
30,3,21544.346900318822,1
30,3,21544.346900318822,1
30,3,21544.346900318822,1
30,3,21544.346900318822,0
30,3,21544.346900318822,1
30,3,21544.346900318822,2
30,3,21544.346900318822,2
30,3,21544.346900318822,2
30,3,21544.346900318822,1
30,3,100000.0,4
30,3,100000.0,3
30,3,100000.0,4
30,3,100000.0,8
30,3,100000.0,8
30,3,100000.0,9
30,3,100000.0,3
30,3,100000.0,10
30,3,100000.0,7
30,3,100000.0,9
30,3,464158.8833612772,26
30,3,464158.8833612772,22
30,3,464158.8833612772,31
30,3,464158.8833612772,33
30,3,464158.8833612772,16
30,3,464158.8833612772,25
30,3,464158.8833612772,30
30,3,464158.8833612772,35
30,3,464158.8833612772,37
30,3,464158.8833612772,35
30,3,2154434.6900318824,141
30,3,2154434.6900318824,157
30,3,2154434.6900318824,145
30,3,2154434.6900318824,124
30,3,2154434.6900318824,140
30,3,2154434.6900318824,130
30,3,2154434.6900318824,164
30,3,2154434.6900318824,167
30,3,2154434.6900318824,168
30,3,2154434.6900318824,140
30,3,10000000.0,695
30,3,10000000.0,703
30,3,10000000.0,679
30,3,10000000.0,637
30,3,10000000.0,634
30,3,10000000.0,662
30,3,10000000.0,707
30,3,10000000.0,654
30,3,10000000.0,674
30,3,10000000.0,635
30,3,46415888.33612773,3122
30,3,46415888.33612773,3062
30,3,46415888.33612773,3065
30,3,46415888.33612773,3184
30,3,46415888.33612773,3125
30,3,46415888.33612773,3105
30,3,46415888.33612773,3073
30,3,46415888.33612773,3140
30,3,46415888.33612773,3093
30,3,46415888.33612773,3183
30,3,215443469.00318778,14355
30,3,215443469.00318778,14450
30,3,215443469.00318778,14216
30,3,215443469.00318778,14442
30,3,215443469.00318778,14279
30,3,215443469.00318778,14344
30,3,215443469.00318778,14501
30,3,215443469.00318778,14259
30,3,215443469.00318778,14142
30,3,215443469.00318778,14256
30,3,1000000000.0,66872
30,3,1000000000.0,66608
30,3,1000000000.0,66804
30,3,1000000000.0,66353
30,3,1000000000.0,66895
30,3,1000000000.0,66753
30,3,1000000000.0,66783
30,3,1000000000.0,66762
30,3,1000000000.0,66151
30,3,1000000000.0,67027
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,1
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,0
30,6,1000.0,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,4641.588833612777,0
30,6,21544.346900318822,3
30,6,21544.346900318822,0
30,6,21544.346900318822,2
30,6,21544.346900318822,0
30,6,21544.346900318822,2
30,6,21544.346900318822,1
30,6,21544.346900318822,1
30,6,21544.346900318822,0
30,6,21544.346900318822,2
30,6,21544.346900318822,0
30,6,100000.0,6
30,6,100000.0,2
30,6,100000.0,6
30,6,100000.0,5
30,6,100000.0,5
30,6,100000.0,2
30,6,100000.0,6
30,6,100000.0,5
30,6,100000.0,6
30,6,100000.0,1
30,6,464158.8833612772,16
30,6,464158.8833612772,16
30,6,464158.8833612772,14
30,6,464158.8833612772,21
30,6,464158.8833612772,10
30,6,464158.8833612772,15
30,6,464158.8833612772,13
30,6,464158.8833612772,14
30,6,464158.8833612772,20
30,6,464158.8833612772,14
30,6,2154434.6900318824,67
30,6,2154434.6900318824,67
30,6,2154434.6900318824,70
30,6,2154434.6900318824,64
30,6,2154434.6900318824,66
30,6,2154434.6900318824,64
30,6,2154434.6900318824,65
30,6,2154434.6900318824,65
30,6,2154434.6900318824,73
30,6,2154434.6900318824,82
30,6,10000000.0,363
30,6,10000000.0,350
30,6,10000000.0,330
30,6,10000000.0,295
30,6,10000000.0,332
30,6,10000000.0,335
30,6,10000000.0,318
30,6,10000000.0,325
30,6,10000000.0,328
30,6,10000000.0,347
30,6,46415888.33612773,1576
30,6,46415888.33612773,1531
30,6,46415888.33612773,1620
30,6,46415888.33612773,1595
30,6,46415888.33612773,1491
30,6,46415888.33612773,1619
30,6,46415888.33612773,1503
30,6,46415888.33612773,1490
30,6,46415888.33612773,1550
30,6,46415888.33612773,1457
30,6,215443469.00318778,7131
30,6,215443469.00318778,7249
30,6,215443469.00318778,7342
30,6,215443469.00318778,7059
30,6,215443469.00318778,7063
30,6,215443469.00318778,7270
30,6,215443469.00318778,7222
30,6,215443469.00318778,7178
30,6,215443469.00318778,7194
30,6,215443469.00318778,7144
30,6,1000000000.0,32826
30,6,1000000000.0,33439
30,6,1000000000.0,33545
30,6,1000000000.0,33102
30,6,1000000000.0,33162
30,6,1000000000.0,33234
30,6,1000000000.0,33365
30,6,1000000000.0,33241
30,6,1000000000.0,33193
30,6,1000000000.0,33610
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,1
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,0
60,1,1000.0,1
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,4641.588833612777,1
60,1,4641.588833612777,1
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,4641.588833612777,0
60,1,21544.346900318822,0
60,1,21544.346900318822,5
60,1,21544.346900318822,1
60,1,21544.346900318822,2
60,1,21544.346900318822,2
60,1,21544.346900318822,2
60,1,21544.346900318822,2
60,1,21544.346900318822,3
60,1,21544.346900318822,4
60,1,21544.346900318822,1
60,1,100000.0,12
60,1,100000.0,7
60,1,100000.0,10
60,1,100000.0,11
60,1,100000.0,14
60,1,100000.0,8
60,1,100000.0,12
60,1,100000.0,10
60,1,100000.0,10
60,1,100000.0,10
60,1,464158.8833612772,42
60,1,464158.8833612772,45
60,1,464158.8833612772,37
60,1,464158.8833612772,33
60,1,464158.8833612772,45
60,1,464158.8833612772,51
60,1,464158.8833612772,33
60,1,464158.8833612772,42
60,1,464158.8833612772,48
60,1,464158.8833612772,52
60,1,2154434.6900318824,193
60,1,2154434.6900318824,204
60,1,2154434.6900318824,230
60,1,2154434.6900318824,211
60,1,2154434.6900318824,228
60,1,2154434.6900318824,202
60,1,2154434.6900318824,215
60,1,2154434.6900318824,228
60,1,2154434.6900318824,219
60,1,2154434.6900318824,212
60,1,10000000.0,947
60,1,10000000.0,999
60,1,10000000.0,991
60,1,10000000.0,1044
60,1,10000000.0,1015
60,1,10000000.0,976
60,1,10000000.0,1039
60,1,10000000.0,981
60,1,10000000.0,998
60,1,10000000.0,1014
60,1,46415888.33612773,4649
60,1,46415888.33612773,4660
60,1,46415888.33612773,4724
60,1,46415888.33612773,4739
60,1,46415888.33612773,4675
60,1,46415888.33612773,4742
60,1,46415888.33612773,4552
60,1,46415888.33612773,4653
60,1,46415888.33612773,4701
60,1,46415888.33612773,4621
60,1,215443469.00318778,21665
60,1,215443469.00318778,21688
60,1,215443469.00318778,21615
60,1,215443469.00318778,21560
60,1,215443469.00318778,21635
60,1,215443469.00318778,21410
60,1,215443469.00318778,21416
60,1,215443469.00318778,21564
60,1,215443469.00318778,21483
60,1,215443469.00318778,21609
60,1,1000000000.0,99623
60,1,1000000000.0,100150
60,1,1000000000.0,99778
60,1,1000000000.0,99699
60,1,1000000000.0,100221
60,1,1000000000.0,99902
60,1,1000000000.0,99375
60,1,1000000000.0,100431
60,1,1000000000.0,99319
60,1,1000000000.0,99892
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,1
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,0
60,3,1000.0,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,1
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,4641.588833612777,0
60,3,21544.346900318822,1
60,3,21544.346900318822,2
60,3,21544.346900318822,0
60,3,21544.346900318822,0
60,3,21544.346900318822,2
60,3,21544.346900318822,0
60,3,21544.346900318822,1
60,3,21544.346900318822,0
60,3,21544.346900318822,1
60,3,21544.346900318822,1
60,3,100000.0,5
60,3,100000.0,0
60,3,100000.0,9
60,3,100000.0,4
60,3,100000.0,2
60,3,100000.0,4
60,3,100000.0,2
60,3,100000.0,5
60,3,100000.0,4
60,3,100000.0,2
60,3,464158.8833612772,13
60,3,464158.8833612772,16
60,3,464158.8833612772,16
60,3,464158.8833612772,20
60,3,464158.8833612772,18
60,3,464158.8833612772,18
60,3,464158.8833612772,6
60,3,464158.8833612772,16
60,3,464158.8833612772,15
60,3,464158.8833612772,17
60,3,2154434.6900318824,75
60,3,2154434.6900318824,73
60,3,2154434.6900318824,80
60,3,2154434.6900318824,65
60,3,2154434.6900318824,90
60,3,2154434.6900318824,65
60,3,2154434.6900318824,81
60,3,2154434.6900318824,62
60,3,2154434.6900318824,72
60,3,2154434.6900318824,60
60,3,10000000.0,348
60,3,10000000.0,308
60,3,10000000.0,348
60,3,10000000.0,351
60,3,10000000.0,350
60,3,10000000.0,349
60,3,10000000.0,364
60,3,10000000.0,301
60,3,10000000.0,340
60,3,10000000.0,337
60,3,46415888.33612773,1603
60,3,46415888.33612773,1569
60,3,46415888.33612773,1518
60,3,46415888.33612773,1587
60,3,46415888.33612773,1506
60,3,46415888.33612773,1602
60,3,46415888.33612773,1579
60,3,46415888.33612773,1572
60,3,46415888.33612773,1485
60,3,46415888.33612773,1518
60,3,215443469.00318778,7030
60,3,215443469.00318778,7242
60,3,215443469.00318778,7151
60,3,215443469.00318778,7196
60,3,215443469.00318778,7111
60,3,215443469.00318778,7325
60,3,215443469.00318778,7209
60,3,215443469.00318778,7215
60,3,215443469.00318778,7117
60,3,215443469.00318778,7165
60,3,1000000000.0,33132
60,3,1000000000.0,33609
60,3,1000000000.0,33484
60,3,1000000000.0,33110
60,3,1000000000.0,33441
60,3,1000000000.0,33564
60,3,1000000000.0,33352
60,3,1000000000.0,33530
60,3,1000000000.0,33179
60,3,1000000000.0,33496
60,6,1000.0,0
60,6,1000.0,1
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,1000.0,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,1
60,6,4641.588833612777,0
60,6,4641.588833612777,0
60,6,4641.588833612777,1
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,1
60,6,21544.346900318822,1
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,21544.346900318822,1
60,6,21544.346900318822,0
60,6,21544.346900318822,0
60,6,100000.0,2
60,6,100000.0,3
60,6,100000.0,4
60,6,100000.0,1
60,6,100000.0,1
60,6,100000.0,1
60,6,100000.0,1
60,6,100000.0,5
60,6,100000.0,1
60,6,100000.0,0
60,6,464158.8833612772,8
60,6,464158.8833612772,5
60,6,464158.8833612772,9
60,6,464158.8833612772,12
60,6,464158.8833612772,12
60,6,464158.8833612772,10
60,6,464158.8833612772,8
60,6,464158.8833612772,9
60,6,464158.8833612772,5
60,6,464158.8833612772,5
60,6,2154434.6900318824,40
60,6,2154434.6900318824,37
60,6,2154434.6900318824,34
60,6,2154434.6900318824,39
60,6,2154434.6900318824,37
60,6,2154434.6900318824,47
60,6,2154434.6900318824,40
60,6,2154434.6900318824,42
60,6,2154434.6900318824,32
60,6,2154434.6900318824,38
60,6,10000000.0,183
60,6,10000000.0,143
60,6,10000000.0,166
60,6,10000000.0,166
60,6,10000000.0,163
60,6,10000000.0,158
60,6,10000000.0,149
60,6,10000000.0,163
60,6,10000000.0,182
60,6,10000000.0,167
60,6,46415888.33612773,783
60,6,46415888.33612773,753
60,6,46415888.33612773,795
60,6,46415888.33612773,715
60,6,46415888.33612773,814
60,6,46415888.33612773,778
60,6,46415888.33612773,784
60,6,46415888.33612773,786
60,6,46415888.33612773,782
60,6,46415888.33612773,771
60,6,215443469.00318778,3571
60,6,215443469.00318778,3608
60,6,215443469.00318778,3451
60,6,215443469.00318778,3574
60,6,215443469.00318778,3657
60,6,215443469.00318778,3732
60,6,215443469.00318778,3558
60,6,215443469.00318778,3520
60,6,215443469.00318778,3630
60,6,215443469.00318778,3490
60,6,1000000000.0,16613
60,6,1000000000.0,16478
60,6,1000000000.0,16407
60,6,1000000000.0,16752
60,6,1000000000.0,16724
60,6,1000000000.0,16638
60,6,1000000000.0,16711
60,6,1000000000.0,16644
60,6,1000000000.0,16524
60,6,1000000000.0,16595
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,0
100,1,1000.0,1
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,2
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,1
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,4641.588833612777,0
100,1,21544.346900318822,1
100,1,21544.346900318822,0
100,1,21544.346900318822,2
100,1,21544.346900318822,0
100,1,21544.346900318822,2
100,1,21544.346900318822,2
100,1,21544.346900318822,1
100,1,21544.346900318822,2
100,1,21544.346900318822,0
100,1,21544.346900318822,2
100,1,100000.0,9
100,1,100000.0,4
100,1,100000.0,7
100,1,100000.0,9
100,1,100000.0,2
100,1,100000.0,6
100,1,100000.0,7
100,1,100000.0,1
100,1,100000.0,6
100,1,100000.0,5
100,1,464158.8833612772,20
100,1,464158.8833612772,27
100,1,464158.8833612772,31
100,1,464158.8833612772,24
100,1,464158.8833612772,24
100,1,464158.8833612772,31
100,1,464158.8833612772,25
100,1,464158.8833612772,29
100,1,464158.8833612772,25
100,1,464158.8833612772,35
100,1,2154434.6900318824,132
100,1,2154434.6900318824,119
100,1,2154434.6900318824,134
100,1,2154434.6900318824,135
100,1,2154434.6900318824,135
100,1,2154434.6900318824,155
100,1,2154434.6900318824,132
100,1,2154434.6900318824,136
100,1,2154434.6900318824,128
100,1,2154434.6900318824,121
100,1,10000000.0,552
100,1,10000000.0,633
100,1,10000000.0,577
100,1,10000000.0,567
100,1,10000000.0,641
100,1,10000000.0,593
100,1,10000000.0,612
100,1,10000000.0,567
100,1,10000000.0,613
100,1,10000000.0,633
100,1,46415888.33612773,2822
100,1,46415888.33612773,2767
100,1,46415888.33612773,2754
100,1,46415888.33612773,2735
100,1,46415888.33612773,2757
100,1,46415888.33612773,2756
100,1,46415888.33612773,2784
100,1,46415888.33612773,2721
100,1,46415888.33612773,2829
100,1,46415888.33612773,2827
100,1,215443469.00318778,13028
100,1,215443469.00318778,12724
100,1,215443469.00318778,13030
100,1,215443469.00318778,12915
100,1,215443469.00318778,12917
100,1,215443469.00318778,12882
100,1,215443469.00318778,12896
100,1,215443469.00318778,12789
100,1,215443469.00318778,12933
100,1,215443469.00318778,12941
100,1,1000000000.0,59943
100,1,1000000000.0,60263
100,1,1000000000.0,60240
100,1,1000000000.0,60457
100,1,1000000000.0,59974
100,1,1000000000.0,60404
100,1,1000000000.0,59549
100,1,1000000000.0,59866
100,1,1000000000.0,60259
100,1,1000000000.0,59560
100,3,1000.0,1
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,1000.0,0
100,3,4641.588833612777,0
100,3,4641.588833612777,1
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,1
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,0
100,3,4641.588833612777,1
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,21544.346900318822,0
100,3,100000.0,0
100,3,100000.0,1
100,3,100000.0,2
100,3,100000.0,2
100,3,100000.0,4
100,3,100000.0,3
100,3,100000.0,4
100,3,100000.0,1
100,3,100000.0,2
100,3,100000.0,5
100,3,464158.8833612772,16
100,3,464158.8833612772,7
100,3,464158.8833612772,11
100,3,464158.8833612772,8
100,3,464158.8833612772,9
100,3,464158.8833612772,9
100,3,464158.8833612772,8
100,3,464158.8833612772,10
100,3,464158.8833612772,5
100,3,464158.8833612772,6
100,3,2154434.6900318824,31
100,3,2154434.6900318824,42
100,3,2154434.6900318824,53
100,3,2154434.6900318824,43
100,3,2154434.6900318824,40
100,3,2154434.6900318824,46
100,3,2154434.6900318824,31
100,3,2154434.6900318824,34
100,3,2154434.6900318824,46
100,3,2154434.6900318824,58
100,3,10000000.0,202
100,3,10000000.0,216
100,3,10000000.0,173
100,3,10000000.0,214
100,3,10000000.0,208
100,3,10000000.0,195
100,3,10000000.0,195
100,3,10000000.0,184
100,3,10000000.0,199
100,3,10000000.0,196
100,3,46415888.33612773,889
100,3,46415888.33612773,886
100,3,46415888.33612773,1040
100,3,46415888.33612773,930
100,3,46415888.33612773,1030
100,3,46415888.33612773,953
100,3,46415888.33612773,952
100,3,46415888.33612773,938
100,3,46415888.33612773,926
100,3,46415888.33612773,904
100,3,215443469.00318778,4202
100,3,215443469.00318778,4223
100,3,215443469.00318778,4333
100,3,215443469.00318778,4306
100,3,215443469.00318778,4282
100,3,215443469.00318778,4282
100,3,215443469.00318778,4233
100,3,215443469.00318778,4417
100,3,215443469.00318778,4266
100,3,215443469.00318778,4228
100,3,1000000000.0,19928
100,3,1000000000.0,20201
100,3,1000000000.0,20013
100,3,1000000000.0,19918
100,3,1000000000.0,20222
100,3,1000000000.0,19976
100,3,1000000000.0,19788
100,3,1000000000.0,20012
100,3,1000000000.0,20098
100,3,1000000000.0,20203
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,1
100,6,1000.0,0
100,6,1000.0,0
100,6,1000.0,0
100,6,4641.588833612777,0
100,6,4641.588833612777,1
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,4641.588833612777,0
100,6,21544.346900318822,0
100,6,21544.346900318822,1
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,21544.346900318822,0
100,6,100000.0,1
100,6,100000.0,0
100,6,100000.0,1
100,6,100000.0,1
100,6,100000.0,1
100,6,100000.0,1
100,6,100000.0,1
100,6,100000.0,0
100,6,100000.0,1
100,6,100000.0,0
100,6,464158.8833612772,4
100,6,464158.8833612772,5
100,6,464158.8833612772,4
100,6,464158.8833612772,3
100,6,464158.8833612772,6
100,6,464158.8833612772,3
100,6,464158.8833612772,5
100,6,464158.8833612772,1
100,6,464158.8833612772,6
100,6,464158.8833612772,5
100,6,2154434.6900318824,21
100,6,2154434.6900318824,15
100,6,2154434.6900318824,22
100,6,2154434.6900318824,19
100,6,2154434.6900318824,21
100,6,2154434.6900318824,23
100,6,2154434.6900318824,25
100,6,2154434.6900318824,26
100,6,2154434.6900318824,14
100,6,2154434.6900318824,31
100,6,10000000.0,103
100,6,10000000.0,88
100,6,10000000.0,93
100,6,10000000.0,103
100,6,10000000.0,71
100,6,10000000.0,109
100,6,10000000.0,108
100,6,10000000.0,98
100,6,10000000.0,97
100,6,10000000.0,100
100,6,46415888.33612773,461
100,6,46415888.33612773,479
100,6,46415888.33612773,417
100,6,46415888.33612773,482
100,6,46415888.33612773,462
100,6,46415888.33612773,485
100,6,46415888.33612773,475
100,6,46415888.33612773,493
100,6,46415888.33612773,468
100,6,46415888.33612773,478
100,6,215443469.00318778,2150
100,6,215443469.00318778,2164
100,6,215443469.00318778,2064
100,6,215443469.00318778,2078
100,6,215443469.00318778,2241
100,6,215443469.00318778,2192
100,6,215443469.00318778,2179
100,6,215443469.00318778,2084
100,6,215443469.00318778,2107
100,6,215443469.00318778,2176
100,6,1000000000.0,9863
100,6,1000000000.0,10046
100,6,1000000000.0,10215
100,6,1000000000.0,9786
100,6,1000000000.0,10079
100,6,1000000000.0,10051
100,6,1000000000.0,10011
100,6,1000000000.0,10118
100,6,1000000000.0,10060
100,6,1000000000.0,9965
